DISTANCE_M,ELEVATION_M,NAME
3769.069827,90.0428,Cottonwood Marble Canyon C
3778.35325,89.78,Cottonwood Marble Canyon C
3787.636673,89.5045,Cottonwood Marble Canyon C
3796.920097,89.1212,Cottonwood Marble Canyon C
3806.20352,88.646,Cottonwood Marble Canyon C
3815.486943,88.3495,Cottonwood Marble Canyon C
3824.770366,88.03,Cottonwood Marble Canyon C
3834.053789,87.7039,Cottonwood Marble Canyon C
3843.337213,87.4105,Cottonwood Marble Canyon C
3852.620636,87.188,Cottonwood Marble Canyon C
3861.904059,86.9901,Cottonwood Marble Canyon C
3871.187482,86.8219,Cottonwood Marble Canyon C
3880.470906,86.6098,Cottonwood Marble Canyon C
3889.754329,86.2186,Cottonwood Marble Canyon C
3899.037752,85.9631,Cottonwood Marble Canyon C
3908.321175,85.6763,Cottonwood Marble Canyon C
3917.604598,85.3884,Cottonwood Marble Canyon C
3926.888022,85.1161,Cottonwood Marble Canyon C
3936.171445,84.833,Cottonwood Marble Canyon C
3945.454868,84.5681,Cottonwood Marble Canyon C
3954.738291,84.3542,Cottonwood Marble Canyon C
3964.021715,83.9878,Cottonwood Marble Canyon C
3973.305138,83.8007,Cottonwood Marble Canyon C
3982.588561,83.6329,Cottonwood Marble Canyon C
3991.871984,83.4603,Cottonwood Marble Canyon C
4001.155407,83.2507,Cottonwood Marble Canyon C
4010.438831,82.9784,Cottonwood Marble Canyon C
4019.722254,82.6078,Cottonwood Marble Canyon C
4029.005677,82.1974,Cottonwood Marble Canyon C
4038.2891,81.4314,Cottonwood Marble Canyon C
4047.572524,80.9959,Cottonwood Marble Canyon C
4056.855947,80.691,Cottonwood Marble Canyon C
4066.13937,80.3935,Cottonwood Marble Canyon C
4075.422793,80.1071,Cottonwood Marble Canyon C
4084.706216,79.8299,Cottonwood Marble Canyon C
4093.98964,79.5525,Cottonwood Marble Canyon C
4103.273063,79.2691,Cottonwood Marble Canyon C
4112.556486,78.7757,Cottonwood Marble Canyon C
4121.839909,78.3156,Cottonwood Marble Canyon C
4131.123333,77.984,Cottonwood Marble Canyon C
4140.406756,77.6586,Cottonwood Marble Canyon C
4149.690179,77.3368,Cottonwood Marble Canyon C
4158.973602,77.0723,Cottonwood Marble Canyon C
4168.257025,76.8855,Cottonwood Marble Canyon C
4177.540449,76.7299,Cottonwood Marble Canyon C
4186.823872,76.4572,Cottonwood Marble Canyon C
4196.107295,76.1315,Cottonwood Marble Canyon C
4205.390718,75.9075,Cottonwood Marble Canyon C
4214.674141,75.6609,Cottonwood Marble Canyon C
4223.957565,75.3915,Cottonwood Marble Canyon C
4233.240988,75.122,Cottonwood Marble Canyon C
4242.524411,74.8141,Cottonwood Marble Canyon C
4251.807834,74.4702,Cottonwood Marble Canyon C
4261.091258,74.1413,Cottonwood Marble Canyon C
4270.374681,73.9431,Cottonwood Marble Canyon C
4279.658104,73.6911,Cottonwood Marble Canyon C
4288.941527,73.473,Cottonwood Marble Canyon C
4298.22495,73.2085,Cottonwood Marble Canyon C
4307.508374,72.9302,Cottonwood Marble Canyon C
4316.791797,72.6046,Cottonwood Marble Canyon C
4326.07522,72.2279,Cottonwood Marble Canyon C
4335.358643,71.8606,Cottonwood Marble Canyon C
4344.642067,71.482,Cottonwood Marble Canyon C
4353.92549,70.8835,Cottonwood Marble Canyon C
4363.208913,70.7717,Cottonwood Marble Canyon C
4372.492336,70.6284,Cottonwood Marble Canyon C
4381.775759,70.4411,Cottonwood Marble Canyon C
4391.059183,70.2497,Cottonwood Marble Canyon C
4400.342606,70.0636,Cottonwood Marble Canyon C
4409.626029,69.8605,Cottonwood Marble Canyon C
4418.909452,69.6439,Cottonwood Marble Canyon C
4428.192876,69.2191,Cottonwood Marble Canyon C
4437.476299,68.9666,Cottonwood Marble Canyon C
4446.759722,68.7697,Cottonwood Marble Canyon C
4456.043145,68.5421,Cottonwood Marble Canyon C
4465.326568,68.3491,Cottonwood Marble Canyon C
