DISTANCE_M,ELEVATION_M,NAME
3099.218437,110.2786,Cottonwood Marble Canyon L
3108.497534,109.9335,Cottonwood Marble Canyon L
3117.776632,109.5685,Cottonwood Marble Canyon L
3127.055729,109.0384,Cottonwood Marble Canyon L
3136.334826,108.4446,Cottonwood Marble Canyon L
3145.613923,108.1586,Cottonwood Marble Canyon L
3154.89302,107.9791,Cottonwood Marble Canyon L
3164.172117,107.7787,Cottonwood Marble Canyon L
3173.451214,107.5173,Cottonwood Marble Canyon L
3182.730311,107.1787,Cottonwood Marble Canyon L
3192.009408,106.8077,Cottonwood Marble Canyon L
3201.288506,106.3865,Cottonwood Marble Canyon L
3210.567603,105.6742,Cottonwood Marble Canyon L
3219.8467,105.2685,Cottonwood Marble Canyon L
3229.125797,105.074,Cottonwood Marble Canyon L
3238.404894,104.8264,Cottonwood Marble Canyon L
3247.683991,104.5597,Cottonwood Marble Canyon L
3256.963088,104.278,Cottonwood Marble Canyon L
3266.242185,103.982,Cottonwood Marble Canyon L
3275.521283,103.6578,Cottonwood Marble Canyon L
3284.80038,103.2556,Cottonwood Marble Canyon L
3294.079477,102.6176,Cottonwood Marble Canyon L
3303.358574,102.2268,Cottonwood Marble Canyon L
3312.637671,101.8894,Cottonwood Marble Canyon L
3321.916768,101.7014,Cottonwood Marble Canyon L
3331.195865,101.6919,Cottonwood Marble Canyon L
3340.474962,101.7046,Cottonwood Marble Canyon L
3349.754059,101.679,Cottonwood Marble Canyon L
3359.033157,101.5617,Cottonwood Marble Canyon L
3368.312254,100.9911,Cottonwood Marble Canyon L
3377.591351,100.4934,Cottonwood Marble Canyon L
3386.870448,100.1511,Cottonwood Marble Canyon L
3396.149545,99.8118,Cottonwood Marble Canyon L
3405.428642,99.5239,Cottonwood Marble Canyon L
3414.707739,99.2609,Cottonwood Marble Canyon L
3423.986836,98.9839,Cottonwood Marble Canyon L
3433.265934,98.7357,Cottonwood Marble Canyon L
3442.545031,98.4437,Cottonwood Marble Canyon L
3451.824128,97.8753,Cottonwood Marble Canyon L
3461.103225,97.5503,Cottonwood Marble Canyon L
3470.382322,97.1188,Cottonwood Marble Canyon L
3479.661419,96.6948,Cottonwood Marble Canyon L
3488.940516,96.2269,Cottonwood Marble Canyon L
3498.219613,95.7677,Cottonwood Marble Canyon L
3507.498711,95.4368,Cottonwood Marble Canyon L
3516.777808,95.2458,Cottonwood Marble Canyon L
3526.056905,94.9595,Cottonwood Marble Canyon L
3535.336002,94.4771,Cottonwood Marble Canyon L
3544.615099,93.9552,Cottonwood Marble Canyon L
3553.894196,93.2906,Cottonwood Marble Canyon L
3563.173293,92.8142,Cottonwood Marble Canyon L
3572.45239,92.6496,Cottonwood Marble Canyon L
3581.731487,92.5719,Cottonwood Marble Canyon L
3591.010585,92.4775,Cottonwood Marble Canyon L
3600.289682,92.2997,Cottonwood Marble Canyon L
3609.568779,91.777,Cottonwood Marble Canyon L
3618.847876,91.3556,Cottonwood Marble Canyon L
3628.126973,90.9343,Cottonwood Marble Canyon L
3637.40607,90.5381,Cottonwood Marble Canyon L
3646.685167,90.2188,Cottonwood Marble Canyon L
3655.964264,89.9491,Cottonwood Marble Canyon L
3665.243362,89.6751,Cottonwood Marble Canyon L
3674.522459,89.3244,Cottonwood Marble Canyon L
3683.801556,88.9558,Cottonwood Marble Canyon L
3693.080653,88.5168,Cottonwood Marble Canyon L
3702.35975,87.9418,Cottonwood Marble Canyon L
3711.638847,87.5933,Cottonwood Marble Canyon L
3720.917944,87.2545,Cottonwood Marble Canyon L
3730.197041,86.9075,Cottonwood Marble Canyon L
3739.476138,86.6058,Cottonwood Marble Canyon L
3748.755236,86.3014,Cottonwood Marble Canyon L
3758.034333,85.9324,Cottonwood Marble Canyon L
